X	Y	Class label
0,919	0,733	Class 4
0,927	0,749	Class 4
0,930	0,736	Class 4
0,923	0,750	Class 4
0,935	0,766	Class 4
0,930	0,733	Class 4
0,928	0,764	Class 4
0,939	0,752	Class 4
0,936	0,751	Class 4
0,925	0,747	Class 4
0,949	0,750	Class 4
0,947	0,730	Class 4
0,954	0,756	Class 4
0,930	0,760	Class 4
0,921	0,750	Class 4
0,954	0,744	Class 4
0,935	0,765	Class 4
0,941	0,768	Class 4
0,964	0,750	Class 4
0,944	0,742	Class 4
0,950	0,765	Class 4
0,944	0,759	Class 4
0,940	0,763	Class 4
0,928	0,764	Class 4
0,932	0,734	Class 4
0,936	0,764	Class 4
0,941	0,746	Class 4
0,949	0,760	Class 4
0,950	0,733	Class 4
0,940	0,754	Class 4
0,932	0,769	Class 4
0,941	0,759	Class 4
0,927	0,772	Class 4
0,934	0,763	Class 4
0,932	0,746	Class 4
0,934	0,763	Class 4
0,961	0,770	Class 4
0,937	0,771	Class 4
0,933	0,752	Class 4
0,941	0,743	Class 4
0,925	0,747	Class 4
0,956	0,744	Class 4
0,945	0,774	Class 4
0,936	0,762	Class 4
0,948	0,755	Class 4
0,930	0,774	Class 4
0,954	0,772	Class 4
0,947	0,769	Class 4
0,939	0,766	Class 4
0,935	0,786	Class 4
0,944	0,784	Class 4
0,920	0,778	Class 4
0,938	0,769	Class 4
0,922	0,761	Class 4
0,939	0,765	Class 4
0,923	0,797	Class 4
0,945	0,780	Class 4
0,932	0,790	Class 4
0,932	0,734	Class 4
0,942	0,749	Class 4
0,953	0,709	Class 4
0,946	0,749	Class 4
0,953	0,734	Class 4
0,946	0,734	Class 4
0,949	0,753	Class 4
0,955	0,751	Class 4
0,932	0,728	Class 4
0,946	0,741	Class 4
0,937	0,717	Class 4
0,937	0,748	Class 4
0,929	0,729	Class 4
0,949	0,706	Class 4
0,937	0,742	Class 4
0,945	0,730	Class 4
0,945	0,725	Class 4
0,947	0,706	Class 4
0,922	0,729	Class 4
0,947	0,707	Class 4
0,930	0,719	Class 4
0,936	0,737	Class 4
0,947	0,740	Class 4
0,948	0,741	Class 4
0,930	0,737	Class 4
0,929	0,706	Class 4
0,926	0,707	Class 4
0,923	0,720	Class 4
0,936	0,735	Class 4
0,924	0,698	Class 4
0,931	0,727	Class 4
0,924	0,750	Class 4
0,943	0,715	Class 4
0,925	0,742	Class 4
0,930	0,731	Class 4
0,936	0,741	Class 4
0,933	0,736	Class 4
0,926	0,742	Class 4
0,922	0,727	Class 4
0,945	0,746	Class 4
0,927	0,756	Class 4
0,932	0,713	Class 4
0,921	0,749	Class 4
0,945	0,738	Class 4
0,940	0,728	Class 4
0,933	0,732	Class 4
0,946	0,739	Class 4
0,937	0,727	Class 4
0,924	0,764	Class 4
0,945	0,776	Class 4
0,929	0,750	Class 4
0,908	0,740	Class 4
0,945	0,757	Class 4
0,918	0,746	Class 4
0,907	0,749	Class 4
0,928	0,752	Class 4
0,936	0,768	Class 4
0,918	0,755	Class 4
0,942	0,752	Class 4
0,920	0,749	Class 4
0,931	0,777	Class 4
0,926	0,756	Class 4
0,927	0,748	Class 4
0,923	0,757	Class 4
0,921	0,765	Class 4
0,927	0,755	Class 4
0,912	0,774	Class 4
0,913	0,776	Class 4
0,933	0,745	Class 4
0,911	0,763	Class 4
0,927	0,749	Class 4
0,923	0,785	Class 4
0,922	0,798	Class 4
0,925	0,804	Class 4
0,926	0,770	Class 4
0,908	0,765	Class 4
0,916	0,759	Class 4
0,927	0,772	Class 4
0,932	0,747	Class 4
0,913	0,750	Class 4
0,914	0,804	Class 4
0,932	0,788	Class 4
0,928	0,807	Class 4
0,931	0,774	Class 4
0,932	0,794	Class 4
0,933	0,790	Class 4
0,921	0,788	Class 4
0,946	0,784	Class 4
0,921	0,760	Class 4
0,935	0,781	Class 4
0,933	0,791	Class 4
0,924	0,776	Class 4
0,931	0,790	Class 4
0,927	0,800	Class 4
0,934	0,777	Class 4
0,932	0,791	Class 4
0,941	0,782	Class 4
0,945	0,785	Class 4
0,956	0,771	Class 4
0,955	0,767	Class 4
0,948	0,766	Class 4
0,945	0,777	Class 4
0,956	0,785	Class 4
0,959	0,777	Class 4
0,948	0,779	Class 4
0,966	0,773	Class 4
0,950	0,770	Class 4
0,960	0,773	Class 4
0,960	0,768	Class 4
0,945	0,765	Class 4
0,966	0,762	Class 4
0,966	0,799	Class 4
0,953	0,786	Class 4
0,942	0,772	Class 4
0,945	0,782	Class 4
0,936	0,772	Class 4
0,943	0,764	Class 4
0,945	0,778	Class 4
0,960	0,786	Class 4
0,945	0,780	Class 4
0,968	0,768	Class 4
0,951	0,751	Class 4
0,947	0,790	Class 4
0,944	0,747	Class 4
0,945	0,762	Class 4
0,957	0,781	Class 4
0,958	0,746	Class 4
0,948	0,770	Class 4
0,958	0,791	Class 4
0,975	0,788	Class 4
0,950	0,767	Class 4
0,951	0,782	Class 4
0,956	0,760	Class 4
0,964	0,784	Class 4
0,942	0,759	Class 4
0,965	0,769	Class 4
0,949	0,796	Class 4
0,949	0,811	Class 4
0,935	0,793	Class 4
0,938	0,799	Class 4
0,965	0,791	Class 4
0,943	0,811	Class 4
0,957	0,790	Class 4
0,940	0,800	Class 4
0,945	0,784	Class 4
0,949	0,787	Class 4
0,946	0,771	Class 4
0,939	0,799	Class 4
0,924	0,763	Class 4
0,953	0,778	Class 4
0,949	0,771	Class 4
0,939	0,798	Class 4
0,947	0,792	Class 4
0,925	0,788	Class 4
0,956	0,804	Class 4
0,955	0,804	Class 4
0,944	0,784	Class 4
0,930	0,799	Class 4
0,937	0,814	Class 4
0,964	0,803	Class 4
0,962	0,757	Class 4
0,945	0,761	Class 4
0,926	0,742	Class 4
0,929	0,771	Class 4
0,958	0,753	Class 4
0,942	0,767	Class 4
0,939	0,745	Class 4
0,936	0,742	Class 4
0,963	0,743	Class 4
0,962	0,736	Class 4
0,953	0,728	Class 4
0,976	0,738	Class 4
0,963	0,721	Class 4
0,962	0,736	Class 4
0,974	0,726	Class 4
0,972	0,737	Class 4
0,955	0,750	Class 4
0,954	0,750	Class 4
0,960	0,752	Class 4
0,963	0,729	Class 4
0,958	0,733	Class 4
0,962	0,726	Class 4
0,945	0,735	Class 4
0,949	0,748	Class 4
0,957	0,712	Class 4
0,951	0,749	Class 4
0,951	0,728	Class 4
0,957	0,746	Class 4
0,967	0,755	Class 4
0,957	0,729	Class 4
0,968	0,713	Class 4
0,966	0,730	Class 4
0,956	0,766	Class 4
0,953	0,766	Class 4
0,939	0,763	Class 4
0,956	0,764	Class 4
0,955	0,748	Class 4
0,943	0,768	Class 4
0,960	0,748	Class 4
0,940	0,744	Class 4
0,952	0,753	Class 4
0,951	0,740	Class 4
0,968	0,749	Class 4
0,945	0,764	Class 4
0,951	0,767	Class 4
0,949	0,750	Class 4
0,950	0,743	Class 4
0,962	0,768	Class 4
0,954	0,767	Class 4
0,968	0,778	Class 4
0,960	0,755	Class 4
0,956	0,791	Class 4
0,975	0,765	Class 4
0,949	0,753	Class 4
0,969	0,763	Class 4
0,965	0,762	Class 4
0,940	0,776	Class 4
0,963	0,775	Class 4
0,952	0,767	Class 4
0,975	0,781	Class 4
0,961	0,767	Class 4
0,964	0,753	Class 4
0,951	0,784	Class 4
0,973	0,766	Class 4
0,963	0,777	Class 4
0,962	0,761	Class 4
0,958	0,764	Class 4
0,984	0,777	Class 4
0,965	0,772	Class 4
0,971	0,765	Class 4
0,976	0,752	Class 4
0,971	0,770	Class 4
0,903	0,778	Class 4
0,893	0,794	Class 4
0,898	0,751	Class 4
0,900	0,771	Class 4
0,909	0,803	Class 4
0,894	0,777	Class 4
0,901	0,783	Class 4
0,897	0,788	Class 4
0,896	0,763	Class 4
0,896	0,795	Class 4
0,910	0,772	Class 4
0,894	0,802	Class 4
0,885	0,801	Class 4
0,879	0,790	Class 4
0,894	0,786	Class 4
0,899	0,767	Class 4
0,898	0,740	Class 4
0,937	0,750	Class 4
0,924	0,711	Class 4
0,921	0,739	Class 4
0,912	0,752	Class 4
0,912	0,732	Class 4
0,918	0,756	Class 4
0,922	0,759	Class 4
0,907	0,732	Class 4
0,913	0,721	Class 4
0,911	0,734	Class 4
0,914	0,720	Class 4
0,909	0,722	Class 4
0,911	0,730	Class 4
0,907	0,739	Class 4
0,930	0,740	Class 4
0,900	0,746	Class 4
0,921	0,746	Class 4
0,907	0,747	Class 4
0,920	0,731	Class 4
0,901	0,724	Class 4
0,875	0,727	Class 4
0,922	0,728	Class 4
0,904	0,729	Class 4
0,909	0,757	Class 4
0,901	0,753	Class 4
0,920	0,751	Class 4
0,893	0,749	Class 4
0,902	0,737	Class 4
0,923	0,728	Class 4
0,913	0,767	Class 4
0,924	0,737	Class 4
0,465	0,392	Class 5
0,440	0,372	Class 5
0,449	0,385	Class 5
0,435	0,364	Class 5
0,446	0,362	Class 5
0,437	0,364	Class 5
0,440	0,375	Class 5
0,461	0,373	Class 5
0,438	0,358	Class 5
0,456	0,366	Class 5
0,455	0,391	Class 5
0,438	0,379	Class 5
0,448	0,361	Class 5
0,455	0,398	Class 5
0,447	0,373	Class 5
0,437	0,416	Class 5
0,451	0,363	Class 5
0,454	0,388	Class 5
0,435	0,403	Class 5
0,431	0,389	Class 5
0,442	0,375	Class 5
0,431	0,367	Class 5
0,428	0,370	Class 5
0,451	0,383	Class 5
0,420	0,375	Class 5
0,431	0,390	Class 5
0,441	0,370	Class 5
0,428	0,415	Class 5
0,414	0,386	Class 5
0,433	0,382	Class 5
0,422	0,383	Class 5
0,428	0,381	Class 5
0,423	0,391	Class 5
0,426	0,399	Class 5
0,429	0,382	Class 5
0,428	0,397	Class 5
0,433	0,392	Class 5
0,437	0,374	Class 5
0,432	0,400	Class 5
0,440	0,403	Class 5
0,428	0,376	Class 5
0,422	0,382	Class 5
0,415	0,391	Class 5
0,438	0,382	Class 5
0,425	0,395	Class 5
0,438	0,374	Class 5
0,432	0,380	Class 5
0,405	0,380	Class 5
0,450	0,377	Class 5
0,431	0,379	Class 5
0,433	0,368	Class 5
0,448	0,381	Class 5
0,414	0,384	Class 5
0,430	0,371	Class 5
0,447	0,397	Class 5
0,448	0,371	Class 5
0,445	0,395	Class 5
0,435	0,370	Class 5
0,430	0,391	Class 5
0,438	0,364	Class 5
0,442	0,379	Class 5
0,437	0,403	Class 5
0,425	0,396	Class 5
0,426	0,362	Class 5
0,434	0,403	Class 5
0,427	0,393	Class 5
0,445	0,377	Class 5
0,426	0,392	Class 5
0,465	0,393	Class 5
0,432	0,395	Class 5
0,445	0,380	Class 5
0,444	0,367	Class 5
0,475	0,377	Class 5
0,468	0,363	Class 5
0,467	0,375	Class 5
0,452	0,371	Class 5
0,456	0,374	Class 5
0,470	0,383	Class 5
0,463	0,386	Class 5
0,462	0,388	Class 5
0,465	0,396	Class 5
0,462	0,379	Class 5
0,458	0,371	Class 5
0,465	0,370	Class 5
0,462	0,382	Class 5
0,465	0,396	Class 5
0,457	0,343	Class 5
0,454	0,345	Class 5
0,469	0,338	Class 5
0,466	0,346	Class 5
0,451	0,354	Class 5
0,476	0,364	Class 5
0,478	0,334	Class 5
0,457	0,331	Class 5
0,466	0,351	Class 5
0,480	0,335	Class 5
0,463	0,348	Class 5
0,465	0,349	Class 5
0,469	0,347	Class 5
0,476	0,329	Class 5
0,446	0,354	Class 5
0,451	0,329	Class 5
0,476	0,340	Class 5
0,435	0,367	Class 5
0,469	0,336	Class 5
0,461	0,356	Class 5
0,455	0,332	Class 5
0,434	0,329	Class 5
0,437	0,327	Class 5
0,433	0,337	Class 5
0,447	0,348	Class 5
0,446	0,358	Class 5
0,452	0,335	Class 5
0,451	0,338	Class 5
0,453	0,332	Class 5
0,457	0,320	Class 5
0,462	0,311	Class 5
0,430	0,336	Class 5
0,474	0,340	Class 5
0,457	0,353	Class 5
0,427	0,356	Class 5
0,449	0,334	Class 5
0,431	0,324	Class 5
0,427	0,340	Class 5
0,438	0,307	Class 5
0,414	0,351	Class 5
0,434	0,337	Class 5
0,435	0,344	Class 5
0,430	0,352	Class 5
0,440	0,337	Class 5
0,460	0,336	Class 5
0,439	0,333	Class 5
0,432	0,348	Class 5
0,437	0,324	Class 5
0,430	0,348	Class 5
0,427	0,334	Class 5
0,427	0,356	Class 5
0,436	0,348	Class 5
0,428	0,352	Class 5
0,415	0,330	Class 5
0,420	0,344	Class 5
0,416	0,361	Class 5
0,423	0,328	Class 5
0,421	0,335	Class 5
0,423	0,358	Class 5
0,423	0,364	Class 5
0,436	0,360	Class 5
0,440	0,359	Class 5
0,416	0,368	Class 5
0,423	0,367	Class 5
0,418	0,335	Class 5
0,406	0,336	Class 5
0,449	0,364	Class 5
0,434	0,359	Class 5
0,429	0,367	Class 5
0,426	0,364	Class 5
0,427	0,356	Class 5
0,429	0,352	Class 5
0,428	0,372	Class 5
0,420	0,350	Class 5
0,432	0,367	Class 5
0,414	0,342	Class 5
0,452	0,339	Class 5
0,433	0,339	Class 5
0,432	0,378	Class 5
0,418	0,382	Class 5
0,435	0,339	Class 5
0,448	0,371	Class 5
0,461	0,376	Class 5
0,445	0,361	Class 5
0,429	0,403	Class 5
0,446	0,377	Class 5
0,432	0,377	Class 5
0,447	0,385	Class 5
0,412	0,368	Class 5
0,430	0,364	Class 5
0,445	0,377	Class 5
0,440	0,377	Class 5
0,454	0,375	Class 5
0,444	0,394	Class 5
0,442	0,377	Class 5
0,427	0,396	Class 5
0,429	0,376	Class 5
0,430	0,378	Class 5
0,448	0,373	Class 5
0,442	0,364	Class 5
0,450	0,387	Class 5
0,447	0,400	Class 5
0,451	0,363	Class 5
0,432	0,377	Class 5
0,453	0,368	Class 5
0,448	0,365	Class 5
0,452	0,376	Class 5
0,442	0,377	Class 5
0,448	0,373	Class 5
0,460	0,358	Class 5
0,462	0,371	Class 5
0,467	0,353	Class 5
0,455	0,345	Class 5
0,431	0,365	Class 5
0,455	0,337	Class 5
0,445	0,382	Class 5
0,450	0,401	Class 5
0,446	0,355	Class 5
0,446	0,350	Class 5
0,436	0,363	Class 5
0,448	0,361	Class 5
0,460	0,362	Class 5
0,488	0,390	Class 5
0,507	0,350	Class 5
0,479	0,384	Class 5
0,489	0,362	Class 5
0,487	0,356	Class 5
0,490	0,362	Class 5
0,500	0,378	Class 5
0,481	0,392	Class 5
0,484	0,372	Class 5
0,513	0,368	Class 5
0,503	0,369	Class 5
0,505	0,351	Class 5
0,491	0,334	Class 5
0,495	0,374	Class 5
0,479	0,370	Class 5
0,503	0,354	Class 5
0,443	0,337	Class 5
0,443	0,355	Class 5
0,464	0,333	Class 5
0,467	0,333	Class 5
0,458	0,345	Class 5
0,477	0,332	Class 5
0,466	0,355	Class 5
0,464	0,360	Class 5
0,451	0,339	Class 5
0,467	0,347	Class 5
0,442	0,341	Class 5
0,466	0,343	Class 5
0,457	0,326	Class 5
0,455	0,380	Class 5
0,460	0,333	Class 5
0,449	0,335	Class 5
0,461	0,347	Class 5
0,474	0,338	Class 5
0,456	0,360	Class 5
0,445	0,339	Class 5
0,455	0,373	Class 5
0,461	0,354	Class 5
0,464	0,335	Class 5
0,443	0,346	Class 5
0,463	0,402	Class 5
0,470	0,380	Class 5
0,471	0,371	Class 5
0,468	0,344	Class 5
0,460	0,385	Class 5
0,469	0,389	Class 5
0,452	0,370	Class 5
0,478	0,391	Class 5
0,475	0,392	Class 5
0,460	0,384	Class 5
0,445	0,375	Class 5
0,462	0,401	Class 5
0,467	0,406	Class 5
0,461	0,385	Class 5
0,478	0,386	Class 5
0,459	0,371	Class 5
0,461	0,374	Class 5
0,465	0,398	Class 5
0,463	0,379	Class 5
0,466	0,375	Class 5
0,463	0,390	Class 5
0,451	0,393	Class 5
0,454	0,361	Class 5
0,468	0,385	Class 5
0,477	0,348	Class 5
0,477	0,361	Class 5
0,469	0,378	Class 5
0,498	0,359	Class 5
0,454	0,374	Class 5
0,477	0,350	Class 5
0,482	0,343	Class 5
0,480	0,363	Class 5
0,478	0,366	Class 5
0,496	0,355	Class 5
0,475	0,365	Class 5
0,466	0,369	Class 5
0,476	0,358	Class 5
0,488	0,364	Class 5
0,501	0,380	Class 5
0,484	0,364	Class 5
0,474	0,348	Class 5
0,476	0,372	Class 5
0,476	0,356	Class 5
0,463	0,363	Class 5
0,475	0,361	Class 5
0,459	0,349	Class 5
0,472	0,350	Class 5
0,488	0,362	Class 5
0,483	0,362	Class 5
0,468	0,398	Class 5
0,468	0,369	Class 5
0,459	0,381	Class 5
0,486	0,391	Class 5
0,480	0,358	Class 5
0,468	0,340	Class 5
0,476	0,382	Class 5
0,456	0,311	Class 5
0,441	0,335	Class 5
0,449	0,323	Class 5
0,445	0,335	Class 5
0,434	0,350	Class 5
0,455	0,338	Class 5
0,439	0,343	Class 5
0,458	0,320	Class 5
0,437	0,332	Class 5
0,460	0,300	Class 5
0,426	0,333	Class 5
0,448	0,339	Class 5
0,444	0,334	Class 5
0,449	0,317	Class 5
0,444	0,317	Class 5
0,448	0,321	Class 5
0,453	0,371	Class 5
0,431	0,408	Class 5
0,438	0,380	Class 5
0,456	0,394	Class 5
0,443	0,381	Class 5
0,436	0,390	Class 5
0,450	0,408	Class 5
0,437	0,404	Class 5
0,441	0,425	Class 5
0,444	0,405	Class 5
0,459	0,437	Class 5
0,456	0,415	Class 5
0,424	0,425	Class 5
0,455	0,405	Class 5
0,438	0,421	Class 5
0,445	0,433	Class 5
0,448	0,415	Class 5
0,451	0,416	Class 5
0,439	0,405	Class 5
0,456	0,432	Class 5
0,426	0,416	Class 5
0,456	0,403	Class 5
0,456	0,412	Class 5
0,440	0,400	Class 5
0,469	0,392	Class 5
0,494	0,401	Class 5
0,468	0,414	Class 5
0,473	0,381	Class 5
0,469	0,397	Class 5
0,460	0,419	Class 5
0,451	0,402	Class 5
0,472	0,385	Class 5
0,492	0,413	Class 5
0,488	0,381	Class 5
0,483	0,393	Class 5
0,472	0,402	Class 5
0,447	0,406	Class 5
0,488	0,405	Class 5
0,478	0,391	Class 5
0,461	0,400	Class 5
0,466	0,389	Class 5
0,445	0,413	Class 5
0,459	0,386	Class 5
0,471	0,416	Class 5
0,462	0,391	Class 5
0,475	0,388	Class 5
0,476	0,379	Class 5
0,468	0,401	Class 5
0,269	0,795	Class 1
0,291	0,791	Class 1
0,309	0,745	Class 1
0,281	0,756	Class 1
0,141	0,625	Class 1
0,135	0,562	Class 1
0,145	0,657	Class 1
0,188	0,664	Class 1
0,078	0,592	Class 1
0,168	0,598	Class 1
0,057	0,772	Class 1
0,073	0,865	Class 1
0,059	0,833	Class 1
0,446	0,937	Class 1
0,456	0,959	Class 1
0,444	0,977	Class 1
0,664	0,747	Class 1
0,612	0,702	Class 1
0,629	0,733	Class 1
0,403	0,741	Class 1
0,469	0,791	Class 1
0,393	0,706	Class 1
0,103	0,506	Class 1
0,078	0,503	Class 1
0,039	0,446	Class 1
0,169	0,178	Class 2
0,186	0,225	Class 2
0,172	0,311	Class 2
0,082	0,198	Class 2
0,054	0,233	Class 2
0,064	0,218	Class 2
0,438	0,187	Class 2
0,434	0,145	Class 2
0,407	0,204	Class 2
0,276	0,229	Class 2
0,249	0,257	Class 2
0,300	0,235	Class 2
0,321	0,080	Class 2
0,301	0,026	Class 2
0,304	0,069	Class 2
0,298	0,081	Class 2
0,291	0,058	Class 2
0,338	0,143	Class 2
0,221	0,169	Class 2
0,190	0,207	Class 2
0,250	0,218	Class 2
0,483	0,052	Class 2
0,496	0,003	Class 2
0,410	-0,028	Class 2
0,458	0,027	Class 2
0,426	0,024	Class 2
0,441	0,021	Class 2
0,738	0,069	Class 3
0,781	0,057	Class 3
0,761	0,030	Class 3
0,754	0,088	Class 3
0,706	0,074	Class 3
0,743	0,091	Class 3
0,790	0,195	Class 3
0,834	0,164	Class 3
0,868	0,175	Class 3
0,828	0,186	Class 3
0,876	0,241	Class 3
0,841	0,217	Class 3
0,960	0,296	Class 3
0,992	0,431	Class 3
0,944	0,302	Class 3
0,851	0,344	Class 3
0,818	0,372	Class 3
0,831	0,301	Class 3
0,836	0,325	Class 3
0,833	0,348	Class 3
0,806	0,334	Class 3
0,652	0,090	Class 3
0,637	0,118	Class 3
0,706	0,107	Class 3
0,939	0,914	Class 4
0,951	0,921	Class 4
0,920	0,911	Class 4
0,954	0,930	Class 4
0,888	0,953	Class 4
0,999	0,957	Class 4
0,831	0,885	Class 4
0,836	0,873	Class 4
0,808	0,860	Class 4
0,853	0,619	Class 4
0,829	0,626	Class 4
0,886	0,581	Class 4
0,848	0,646	Class 4
0,807	0,588	Class 4
0,862	0,577	Class 4
0,931	0,642	Class 4
0,940	0,659	Class 4
0,966	0,625	Class 4
0,766	0,743	Class 4
0,712	0,695	Class 4
0,727	0,729	Class 4
0,716	0,948	Class 4
0,741	0,930	Class 4
0,761	0,914	Class 4
0,949	0,583	Class 4
0,985	0,590	Class 4
0,956	0,553	Class 4
0,942	0,518	Class 4
0,990	0,590	Class 4
1,011	0,561	Class 4
0,848	0,999	Class 4
0,777	0,917	Class 4
0,833	0,948	Class 4
0,421	0,586	Class 5
0,457	0,560	Class 5
0,410	0,554	Class 5
0,446	0,586	Class 5
0,447	0,662	Class 5
0,421	0,592	Class 5
0,348	0,496	Class 5
0,346	0,487	Class 5
0,330	0,458	Class 5
0,320	0,322	Class 5
0,356	0,291	Class 5
0,384	0,350	Class 5
0,198	0,414	Class 5
0,247	0,393	Class 5
0,283	0,417	Class 5
0,528	0,270	Class 5
0,549	0,256	Class 5
0,510	0,290	Class 5
0,607	0,269	Class 5
0,650	0,304	Class 5
0,662	0,270	Class 5
0,625	0,499	Class 5
0,625	0,475	Class 5
0,621	0,543	Class 5
0,584	0,558	Class 5
0,539	0,492	Class 5
0,539	0,468	Class 5
0,574	0,320	Class 5
0,633	0,263	Class 5
0,585	0,357	Class 5
0,687	0,380	Class 5
0,643	0,322	Class 5
0,679	0,289	Class 5
0,723	0,316	Class 5
0,671	0,300	Class 5
0,686	0,328	Class 5
0,428	0,278	Class 5
0,457	0,210	Class 5
0,471	0,265	Class 5
0,333	0,195	Class 5
0,412	0,189	Class 5
0,394	0,232	Class 5
0,388	0,224	Class 5
0,356	0,277	Class 5
0,444	0,233	Class 5
0,501	0,253	Class 5
0,534	0,252	Class 5
0,553	0,171	Class 5
